,Code,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂) emissions,Carbon monoxide (CO) emissions,Organic carbon (OC) emissions,Non-methane volatile organic compounds (NMVOC) emissions,Black carbon (BC) emissions,Ammonia (NH₃) emissions,Percentage daily smokers,TBL rate
0,AFG,1990,0.6512035505315075,0.019723923965321813,1.5522944275955028,0.043050899120791596,0.6201427564868426,0.012809182673161166,0.11223593113378061,10.8,14.069656958769928
1,AFG,1991,0.6331368440400698,0.019409956192751893,1.506834635297001,0.04411958153356003,0.5846065312624452,0.01301062555524921,0.11878102502833686,10.9,13.80559028392365
2,AFG,1992,0.417788040314922,0.011844547069815888,1.0032578807094936,0.04546922770578685,0.37118974971663143,0.013001216187237694,0.12715997304169346,11.0,13.59114052143478
3,AFG,1993,0.42378978647795856,0.012203324602518151,1.015153172196183,0.0472150721441044,0.36777525043654075,0.013411768219832735,0.13704238274668382,11.1,13.42279926570118
4,AFG,1994,0.38725144747725393,0.011792716662071502,1.0068513923352633,0.04912297276598352,0.3590099715099715,0.013870396409643722,0.14657847011610453,11.2,13.250556273534434
5,AFG,1995,0.3318241276843428,0.010475023129001624,0.866167417210428,0.04671939925864657,0.3096912354869344,0.013231458505652055,0.15497400667830777,11.3,13.096005403364178
6,AFG,1996,0.32487027846705263,0.00975225683913856,0.8299570351989707,0.047763610881352815,0.2919265079802714,0.013463031890451246,0.16151140520172777,11.4,12.92548058282155
7,AFG,1997,0.29900484024139934,0.008942525656342862,0.7568725300983365,0.04819129062892504,0.2587345985356738,0.013561680911680913,0.16662091413166683,11.6,12.774322613591751
8,AFG,1998,0.2903040161749839,0.008713584842079467,0.7233903133903133,0.04859270287657384,0.2414548601537849,0.013655645927151305,0.1709998315105842,11.7,12.632493995765968
9,AFG,1999,0.22327684342738105,0.0070139984070091595,0.5771686732224367,0.0499801887081457,0.19309830591551022,0.013901629752167386,0.17581123824403394,11.8,12.520074845977897
10,AFG,2000,0.18330756976993534,0.006796381153692982,0.4848859786171614,0.0418023312808259,0.17027412308917686,0.011433362436050608,0.18151313298410074,11.8,12.491344867810406
11,AFG,2001,0.1376208069111295,0.0052471019820482185,0.4978648255368686,0.042185974021995525,0.1590069387004871,0.01147676684128297,0.16985903562785282,11.8,12.52043564844728
12,AFG,2002,0.13210847042244891,0.004582040866341942,0.4312444475078884,0.04373829611248966,0.14985188248629108,0.011833439022148699,0.18695790215360109,11.9,12.459743006983429
13,AFG,2003,0.13654296480102932,0.006847560732775786,0.46759887265263606,0.04448072481083234,0.17044128909720307,0.012097066752443096,0.19011982660907392,11.9,12.503158595970516
14,AFG,2004,0.14643270379560702,0.007729309040223018,0.48282284103789475,0.04531018901449009,0.17086919707134762,0.012348110467787887,0.19416072358545478,11.9,12.544851916081804
15,AFG,2005,0.16582510798639832,0.009565198357994057,0.5197145482951935,0.04579932144717091,0.18304428208191648,0.012529853261036056,0.19817496859969977,11.9,12.533141043934702
16,AFG,2006,0.19014185277088502,0.010908389853873724,0.5457704867812394,0.04654518579787397,0.19158605979842538,0.01283544098275281,0.20365009343503968,12.0,12.512502834168885
17,AFG,2007,0.20189277946267195,0.01215956100848574,0.6799366939313175,0.04680754679410594,0.21900438072481085,0.01300355819011733,0.19550364549826915,12.0,12.482592037308288
18,AFG,2008,0.22145937873357227,0.01760581901173299,0.7173103268694666,0.047457212878718256,0.23183454339368317,0.013873216309775449,0.21328998560181356,12.0,12.468402023002309
19,AFG,2009,0.3286482706859051,0.02879655209386392,1.0025690806604786,0.048418175412799073,0.2898144318843244,0.015165133412982876,0.21898747051435224,12.0,12.452006434072215
20,AFG,2010,0.4150741353429525,0.03316808044603744,1.2519888490641178,0.04921028398125172,0.34864136261985723,0.015971831633121956,0.2251979291119076,11.9,12.462096076656408
21,AFG,2011,0.4695455380939252,0.03955779340134179,1.5104037619091382,0.050715301902398674,0.4093088870508226,0.017005503477008854,0.23372277364212848,11.9,12.448011071800472
22,AFG,2012,0.4697108108936066,0.04096023190270502,1.5122850228226572,0.050937868762062306,0.40400018380663544,0.017194018625739056,0.24115864044358665,11.9,12.4656480645603
23,ALB,1990,0.8740142608695652,3.125083478260869,4.643402086956522,0.33009641739130435,1.3086324869565218,0.05930465391304348,1.5326623652173912,21.200001,30.418258983051025
24,ALB,1991,0.6178336347826087,1.6588823304347826,3.9260546086956523,0.25599373913043477,1.148959095652174,0.04493513043478261,1.2570812521739132,21.299999,30.27327519960928
25,ALB,1992,0.4263136695652174,0.7825740521739131,3.4849022608695654,0.18977815652173913,1.041068695652174,0.030892751304347828,1.1445871304347826,21.299999,28.69191562971785
26,ALB,1993,0.4275556173913044,0.7463868173913043,3.7047099130434784,0.17643605565217393,1.0851906086956522,0.030154600347826088,1.1755475478260868,21.299999,27.36504368613856
27,ALB,1994,0.48400466086956523,0.6906570434782608,4.243194295652174,0.17694592347826088,1.2373202434782609,0.029630483478260868,1.3597787826086956,21.4,25.8832745692732
28,ALB,1995,0.44821314782608696,0.6925961739130435,4.298965773913044,0.16475147826086955,1.2431574608695652,0.027164873043478262,1.3462697043478262,21.299999,26.75780962874484
29,ALB,1996,0.4353735304347826,0.5587181565217392,4.260106260869565,0.16592308173913042,1.235024452173913,0.02537723339130435,1.3027436521739129,21.200001,27.79926792311624
30,ALB,1997,0.34487777391304353,0.2818396382608696,3.8590587826086957,0.15379149217391305,1.1400137391304346,0.020375238260869566,1.2357949565217392,20.9,28.22304905631228
31,ALB,1998,0.4713630260869565,0.5078307826086956,3.8828003478260866,0.1550783443478261,1.1495357217391304,0.02768399060869565,1.2834592347826088,20.6,28.30341911396412
32,ALB,1999,0.892184904347826,0.8472729043478261,3.2105434782608695,0.20654685217391303,1.1205921043478262,0.05241313391304348,1.2284680695652175,20.299999,28.240553637323515
33,ALB,2000,0.9114208,0.8931288000000001,3.0031942956521736,0.20375292173913043,1.107994956521739,0.051272351304347825,1.2433987826086956,20.0,28.038752793456656
34,ALB,2001,0.9288872347826087,0.815125147826087,2.9758788173913047,0.20042605217391304,1.1088600695652173,0.052490657391304346,1.245512104347826,19.700001,26.816008694086605
35,ALB,2002,1.0211486260869567,1.0356846608695653,3.5520556521739133,0.17288352695652173,1.1830288695652174,0.050656709565217395,1.3247229565217393,19.4,27.18376484423132
36,ALB,2003,1.0342585739130434,0.9153737739130434,3.0475756521739132,0.1894262747826087,1.174207756521739,0.05678044173913043,1.249069704347826,18.700001,27.89727347160788
37,ALB,2004,1.1005217391304347,0.8652860869565216,3.4011151304347824,0.15542987826086957,1.2036594782608696,0.0564081252173913,1.369839547826087,18.1,27.545283253812723
38,ALB,2005,1.0585819826086957,0.7410426086956521,3.3728565217391306,0.15269378434782607,1.2111683478260868,0.05660669217391304,1.2188641391304347,18.200001,26.40875037455243
39,ALB,2006,1.0011731130434782,0.7445055652173913,3.2161436521739133,0.15118434782608697,1.1739049043478262,0.05422578086956521,1.2502010434782609,18.4,24.92793136895455
40,ALB,2007,0.9081022956521739,0.5976368347826088,2.7704052173913043,0.14359792695652177,1.0972072,0.052573878260869567,1.2047078260869564,18.700001,23.83798474467393
41,ALB,2008,0.9450321391304347,0.49725311304347825,2.253677704347826,0.14685019130434784,0.9884674782608696,0.058087154782608695,1.1300657043478262,19.1,24.01673895181771
42,ALB,2009,0.8982014260869565,0.40978765217391305,2.447892869565217,0.1451279547826087,1.028861147826087,0.05823293913043478,1.1499851826086958,19.5,23.75686788026261
43,ALB,2010,0.8616576695652174,0.4473566956521739,2.487814956521739,0.14076683130434783,1.054119095652174,0.055052897391304347,1.1334533217391305,19.799999,23.58643512121068
44,ALB,2011,0.9328858086956522,0.4294553739130435,2.467317217391304,0.13619098086956521,1.0698631652173913,0.05514213565217391,1.1688032695652173,20.1,24.25588344049801
